game_id,season,season_type,event_num,period,clock,elapsed_seconds,home_team,away_team,home_score,away_score,score_diff_home,event_type,description,winner_team,home_win
0022201230,2022-23,Regular Season,45,1,PT08M48.00S,192,POR,GSW,11,16,-5,Made Shot,Watford 26' 3PT Running Jump Shot (5 PTS) (Sharpe 1 AST),GSW,0
0022201230,2022-23,Regular Season,47,1,PT08M36.00S,204,POR,GSW,11,16,-5,Turnover,Thompson Step Out of Bounds Turnover (P1.T1),GSW,0
0022201230,2022-23,Regular Season,48,1,PT08M20.00S,220,POR,GSW,11,16,-5,Missed Shot,MISS Watford 13' Turnaround Jump Shot,GSW,0
0022201230,2022-23,Regular Season,49,1,PT08M19.00S,221,POR,GSW,11,16,-5,Rebound,Looney REBOUND (Off:0 Def:1),GSW,0
0022201230,2022-23,Regular Season,50,1,PT08M05.00S,235,POR,GSW,11,18,-7,Made Shot,Looney 1' Cutting Dunk Shot (2 PTS) (D. Green 1 AST),GSW,0
0022201230,2022-23,Regular Season,52,1,PT07M52.00S,248,POR,GSW,14,18,-4,Made Shot,Williams 3PT Jump Shot (3 PTS) (Watford 2 AST),GSW,0
0022201230,2022-23,Regular Season,54,1,PT07M41.00S,259,POR,GSW,14,20,-6,Made Shot,D. Green 1' Driving Finger Roll Layup (2 PTS) (DiVincenzo 2 AST),GSW,0
0022201230,2022-23,Regular Season,56,1,PT07M28.00S,272,POR,GSW,14,20,-6,Missed Shot,MISS Williams 5' Driving Bank Hook Shot,GSW,0
0022201230,2022-23,Regular Season,57,1,PT07M27.00S,273,POR,GSW,14,20,-6,Rebound,DiVincenzo REBOUND (Off:0 Def:3),GSW,0
0022201230,2022-23,Regular Season,58,1,PT07M20.00S,280,POR,GSW,14,23,-9,Made Shot,Thompson 27' 3PT Step Back Jump Shot (17 PTS) (Looney 2 AST),GSW,0
0022201230,2022-23,Regular Season,59,1,PT07M08.00S,292,POR,GSW,14,23,-9,Missed Shot,MISS Sharpe 27' 3PT Pullup Jump Shot,GSW,0
0022201230,2022-23,Regular Season,60,1,PT07M07.00S,293,POR,GSW,14,23,-9,Rebound,Thompson REBOUND (Off:0 Def:2),GSW,0
0022201230,2022-23,Regular Season,61,1,PT06M59.00S,301,POR,GSW,14,23,-9,Missed Shot,MISS Thompson 28' 3PT Jump Shot,GSW,0
0022201230,2022-23,Regular Season,62,1,PT06M59.00S,301,POR,GSW,14,23,-9,Rebound,TRAIL BLAZERS Rebound,GSW,0
0022201230,2022-23,Regular Season,64,1,PT06M59.00S,301,POR,GSW,14,23,-9,Substitution,SUB: Payton II FOR Looney,GSW,0
0022201230,2022-23,Regular Season,66,1,PT06M45.00S,315,POR,GSW,16,23,-7,Made Shot,Watford 1' Cutting Layup Shot (7 PTS) (Mays 1 AST),GSW,0
0022201230,2022-23,Regular Season,68,1,PT06M33.00S,327,POR,GSW,16,26,-10,Made Shot,Curry 26' 3PT Jump Shot (3 PTS) (D. Green 2 AST),GSW,0
0022201230,2022-23,Regular Season,70,1,PT06M15.00S,345,POR,GSW,16,26,-10,Missed Shot,MISS Sharpe 4' Driving Floating Jump Shot,GSW,0
0022201230,2022-23,Regular Season,71,1,PT06M13.00S,347,POR,GSW,16,26,-10,Rebound,Sharpe REBOUND (Off:1 Def:2),GSW,0
0022201230,2022-23,Regular Season,72,1,PT06M13.00S,347,POR,GSW,18,26,-8,Made Shot,Sharpe Tip Layup Shot (6 PTS),GSW,0
0022201230,2022-23,Regular Season,73,1,PT06M04.00S,356,POR,GSW,18,28,-10,Made Shot,DiVincenzo 1' Reverse Layup (4 PTS) (D. Green 3 AST),GSW,0
0022201230,2022-23,Regular Season,75,1,PT05M55.00S,365,POR,GSW,18,28,-10,Missed Shot,MISS Knox II 26' 3PT Jump Shot,GSW,0
0022201230,2022-23,Regular Season,76,1,PT05M53.00S,367,POR,GSW,18,28,-10,Rebound,Payton II REBOUND (Off:0 Def:1),GSW,0
0022201230,2022-23,Regular Season,77,1,PT05M46.00S,374,POR,GSW,18,28,-10,Missed Shot,MISS Curry 32' 3PT Running Jump Shot,GSW,0
0022201230,2022-23,Regular Season,78,1,PT05M44.00S,376,POR,GSW,18,28,-10,Rebound,Watford REBOUND (Off:0 Def:2),GSW,0
0022201230,2022-23,Regular Season,79,1,PT05M36.00S,384,POR,GSW,18,28,-10,Missed Shot,MISS Sharpe 29' 3PT Jump Shot,GSW,0
0022201230,2022-23,Regular Season,80,1,PT05M34.00S,386,POR,GSW,18,28,-10,Rebound,Curry REBOUND (Off:0 Def:2),GSW,0
0022201230,2022-23,Regular Season,81,1,PT05M29.00S,391,POR,GSW,18,30,-12,Made Shot,Curry 4' Running Finger Roll Layup (5 PTS),GSW,0
0022201230,2022-23,Regular Season,82,1,PT05M12.00S,408,POR,GSW,21,30,-9,Made Shot,Mays 28' 3PT Jump Shot (5 PTS) (Watford 3 AST),GSW,0
0022201230,2022-23,Regular Season,84,1,PT05M11.00S,409,POR,GSW,21,30,-9,Timeout,Warriors Timeout: Regular (Reg.1 Short 0),GSW,0
0022201230,2022-23,Regular Season,86,1,PT05M11.00S,409,POR,GSW,21,30,-9,Substitution,SUB: Butler Jr. FOR Watford,GSW,0
0022201230,2022-23,Regular Season,87,1,PT05M11.00S,409,POR,GSW,21,30,-9,Substitution,SUB: Walker FOR Williams,GSW,0
0022201230,2022-23,Regular Season,88,1,PT05M11.00S,409,POR,GSW,21,30,-9,Substitution,SUB: Poole FOR DiVincenzo,GSW,0
0022201230,2022-23,Regular Season,89,1,PT05M11.00S,409,POR,GSW,21,30,-9,Substitution,SUB: Moody FOR Thompson,GSW,0
0022201230,2022-23,Regular Season,94,1,PT04M57.00S,423,POR,GSW,21,32,-11,Made Shot,Payton II 1' Cutting Layup Shot (2 PTS) (Curry 4 AST),GSW,0
0022201230,2022-23,Regular Season,98,1,PT04M38.00S,442,POR,GSW,23,32,-9,Made Shot,Knox II 13' Pullup Jump Shot (2 PTS) (Mays 2 AST),GSW,0
0022201230,2022-23,Regular Season,100,1,PT04M22.00S,458,POR,GSW,23,35,-12,Made Shot,Poole 29' 3PT Jump Shot (3 PTS) (Payton II 1 AST),GSW,0
0022201230,2022-23,Regular Season,102,1,PT04M18.00S,462,POR,GSW,23,35,-12,Turnover,Walker Bad Pass Turnover (P1.T1),GSW,0
0022201230,2022-23,Regular Season,102,1,PT04M18.00S,462,POR,GSW,23,35,-12,Steal,Payton II STEAL (1 STL),GSW,0
0022201230,2022-23,Regular Season,104,1,PT04M15.00S,465,POR,GSW,23,35,-12,Missed Shot,MISS Payton II 2' Layup,GSW,0
0022201230,2022-23,Regular Season,105,1,PT04M14.00S,466,POR,GSW,23,35,-12,Rebound,Payton II REBOUND (Off:1 Def:1),GSW,0
0022201230,2022-23,Regular Season,106,1,PT04M13.00S,467,POR,GSW,23,38,-15,Made Shot,Poole 25' 3PT Jump Shot (6 PTS) (Curry 5 AST),GSW,0
0022201230,2022-23,Regular Season,108,1,PT03M56.00S,484,POR,GSW,23,38,-15,Missed Shot,MISS Knox II 4' Driving Floating Jump Shot,GSW,0
0022201230,2022-23,Regular Season,108,1,PT03M56.00S,484,POR,GSW,23,38,-15,Block,D. Green BLOCK (1 BLK),GSW,0
0022201230,2022-23,Regular Season,110,1,PT03M53.00S,487,POR,GSW,23,38,-15,Rebound,Poole REBOUND (Off:0 Def:1),GSW,0
0022201230,2022-23,Regular Season,111,1,PT03M51.00S,489,POR,GSW,23,38,-15,Missed Shot,MISS Poole 28' 3PT Running Jump Shot,GSW,0
0022201230,2022-23,Regular Season,112,1,PT03M48.00S,492,POR,GSW,23,38,-15,Rebound,Walker REBOUND (Off:0 Def:1),GSW,0
0022201230,2022-23,Regular Season,113,1,PT03M39.00S,501,POR,GSW,23,38,-15,Turnover,Sharpe Lost Ball Turnover (P1.T2),GSW,0
0022201230,2022-23,Regular Season,113,1,PT03M39.00S,501,POR,GSW,23,38,-15,Steal,Payton II STEAL (2 STL),GSW,0
0022201230,2022-23,Regular Season,115,1,PT03M34.00S,506,POR,GSW,23,41,-18,Made Shot,Curry 25' 3PT Running Pull-Up Jump Shot (8 PTS) (Moody 1 AST),GSW,0
0022201230,2022-23,Regular Season,117,1,PT03M13.00S,527,POR,GSW,23,41,-18,Missed Shot,MISS Knox II 26' 3PT Pullup Jump Shot,GSW,0
0022201230,2022-23,Regular Season,118,1,PT03M11.00S,529,POR,GSW,23,41,-18,Rebound,Moody REBOUND (Off:0 Def:1),GSW,0
0022201230,2022-23,Regular Season,119,1,PT03M05.00S,535,POR,GSW,23,41,-18,Missed Shot,MISS D. Green 3' Running Layup,GSW,0
0022201230,2022-23,Regular Season,120,1,PT03M03.00S,537,POR,GSW,23,41,-18,Rebound,Walker REBOUND (Off:0 Def:2),GSW,0
0022201230,2022-23,Regular Season,121,1,PT02M58.00S,542,POR,GSW,23,41,-18,Missed Shot,MISS Walker 26' 3PT Running Jump Shot,GSW,0
0022201230,2022-23,Regular Season,122,1,PT02M58.00S,542,POR,GSW,23,41,-18,Rebound,Curry REBOUND (Off:0 Def:3),GSW,0
0022201230,2022-23,Regular Season,124,1,PT02M48.00S,552,POR,GSW,23,41,-18,Substitution,SUB: Comanche FOR Mays,GSW,0
0022201230,2022-23,Regular Season,125,1,PT02M48.00S,552,POR,GSW,23,41,-18,Substitution,SUB: Minaya FOR Knox II,GSW,0
0022201230,2022-23,Regular Season,126,1,PT02M48.00S,552,POR,GSW,23,41,-18,Substitution,SUB: Looney FOR Payton II,GSW,0
0022201230,2022-23,Regular Season,127,1,PT02M48.00S,552,POR,GSW,23,41,-18,Substitution,SUB: Kuminga FOR D. Green,GSW,0
0022201230,2022-23,Regular Season,132,1,PT02M47.00S,553,POR,GSW,23,43,-20,Made Shot,Moody 1' Cutting Layup Shot (2 PTS) (Curry 6 AST),GSW,0
0022201230,2022-23,Regular Season,134,1,PT02M47.00S,553,POR,GSW,23,43,-20,Foul,Butler Jr. S.FOUL (P1.T2) (J.Van Duyne),GSW,0
0022201230,2022-23,Regular Season,136,1,PT02M47.00S,553,POR,GSW,23,43,-20,Substitution,SUB: Thompson FOR Curry,GSW,0
0022201230,2022-23,Regular Season,138,1,PT02M47.00S,553,POR,GSW,23,44,-21,Free Throw,Moody Free Throw 1 of 1 (3 PTS),GSW,0
0022201230,2022-23,Regular Season,139,1,PT02M33.00S,567,POR,GSW,23,44,-21,Missed Shot,MISS Butler Jr. 26' 3PT Jump Shot,GSW,0
0022201230,2022-23,Regular Season,140,1,PT02M32.00S,568,POR,GSW,23,44,-21,Rebound,Warriors Rebound,GSW,0
0022201230,2022-23,Regular Season,142,1,PT02M17.00S,583,POR,GSW,23,44,-21,Missed Shot,MISS Thompson 24' 3PT Jump Shot,GSW,0
0022201230,2022-23,Regular Season,143,1,PT02M15.00S,585,POR,GSW,23,44,-21,Rebound,Looney REBOUND (Off:1 Def:1),GSW,0
0022201230,2022-23,Regular Season,144,1,PT02M07.00S,593,POR,GSW,23,46,-23,Made Shot,Kuminga 1' Cutting Dunk Shot (2 PTS) (Moody 2 AST),GSW,0
0022201230,2022-23,Regular Season,146,1,PT01M54.00S,606,POR,GSW,23,46,-23,Foul,Thompson P.FOUL (P1.T2) (J.Van Duyne),GSW,0
0022201230,2022-23,Regular Season,148,1,PT01M46.00S,614,POR,GSW,25,46,-21,Made Shot,Sharpe 2' Driving Finger Roll Layup (8 PTS),GSW,0
0022201230,2022-23,Regular Season,149,1,PT01M30.00S,630,POR,GSW,25,49,-24,Made Shot,Poole 28' 3PT Jump Shot (9 PTS) (Looney 3 AST),GSW,0
0022201230,2022-23,Regular Season,151,1,PT01M07.00S,653,POR,GSW,25,49,-24,Missed Shot,MISS Sharpe 23' Step Back Jump Shot,GSW,0
0022201230,2022-23,Regular Season,152,1,PT01M05.00S,655,POR,GSW,25,49,-24,Rebound,Thompson REBOUND (Off:0 Def:3),GSW,0
0022201230,2022-23,Regular Season,153,1,PT00M59.80S,661,POR,GSW,25,52,-27,Made Shot,Moody 29' 3PT Jump Shot (6 PTS) (Poole 1 AST),GSW,0
0022201230,2022-23,Regular Season,155,1,PT00M43.60S,677,POR,GSW,25,52,-27,Missed Shot,MISS Minaya 26' 3PT Jump Shot,GSW,0
0022201230,2022-23,Regular Season,156,1,PT00M40.70S,680,POR,GSW,25,52,-27,Rebound,Comanche REBOUND (Off:1 Def:0),GSW,0
0022201230,2022-23,Regular Season,157,1,PT00M39.00S,681,POR,GSW,25,52,-27,Foul,Kuminga P.FOUL (P1.PN) (J.Butler),GSW,0
0022201230,2022-23,Regular Season,159,1,PT00M39.00S,681,POR,GSW,26,52,-26,Free Throw,Sharpe Free Throw 1 of 2 (9 PTS),GSW,0
0022201230,2022-23,Regular Season,160,1,PT00M39.00S,681,POR,GSW,27,52,-25,Free Throw,Sharpe Free Throw 2 of 2 (10 PTS),GSW,0
0022201230,2022-23,Regular Season,161,1,PT00M17.40S,703,POR,GSW,27,55,-28,Made Shot,Poole 26' 3PT Step Back Jump Shot (12 PTS),GSW,0
0022201230,2022-23,Regular Season,162,1,PT00M00.00S,720,POR,GSW,27,55,-28,Missed Shot,MISS Sharpe 5' Driving Floating Jump Shot,GSW,0
0022201230,2022-23,Regular Season,163,1,PT00M00.00S,720,POR,GSW,27,55,-28,Rebound,TRAIL BLAZERS Rebound,GSW,0
0022201230,2022-23,Regular Season,164,1,PT00M00.00S,720,POR,GSW,27,55,-28,period,End of 1st Period (4:03 PM EST),GSW,0
0022201230,2022-23,Regular Season,175,2,PT12M00.00S,720,POR,GSW,27,55,-28,period,Start of 2nd Period (4:06 PM EST),GSW,0
0022201230,2022-23,Regular Season,176,2,PT11M42.00S,738,POR,GSW,27,55,-28,Missed Shot,MISS Watford 6' Driving Floating Jump Shot,GSW,0
0022201230,2022-23,Regular Season,177,2,PT11M40.00S,740,POR,GSW,27,55,-28,Rebound,Kuminga REBOUND (Off:0 Def:1),GSW,0
0022201230,2022-23,Regular Season,178,2,PT11M29.00S,751,POR,GSW,27,55,-28,Missed Shot,MISS Thompson 27' 3PT Jump Shot,GSW,0
0022201230,2022-23,Regular Season,179,2,PT11M27.00S,753,POR,GSW,27,55,-28,Rebound,DiVincenzo REBOUND (Off:1 Def:3),GSW,0
0022201230,2022-23,Regular Season,180,2,PT11M23.00S,757,POR,GSW,27,57,-30,Made Shot,Poole 1' Driving Layup (14 PTS) (DiVincenzo 3 AST),GSW,0
0022201230,2022-23,Regular Season,182,2,PT11M17.00S,763,POR,GSW,27,57,-30,Foul,Poole S.FOUL (P1.T1) (J.Van Duyne),GSW,0
0022201230,2022-23,Regular Season,184,2,PT11M17.00S,763,POR,GSW,28,57,-29,Free Throw,Mays Free Throw 1 of 2 (6 PTS),GSW,0
0022201230,2022-23,Regular Season,185,2,PT11M17.00S,763,POR,GSW,29,57,-28,Free Throw,Mays Free Throw 2 of 2 (7 PTS),GSW,0
0022201230,2022-23,Regular Season,186,2,PT11M06.00S,774,POR,GSW,29,57,-28,Missed Shot,MISS DiVincenzo 2' Reverse Layup,GSW,0
0022201230,2022-23,Regular Season,187,2,PT11M04.00S,776,POR,GSW,29,57,-28,Rebound,Minaya REBOUND (Off:0 Def:1),GSW,0
0022201230,2022-23,Regular Season,188,2,PT11M01.00S,779,POR,GSW,29,57,-28,Foul,Poole S.FOUL (P2.T2) (J.Williams),GSW,0
0022201230,2022-23,Regular Season,190,2,PT11M01.00S,779,POR,GSW,29,57,-28,Free Throw,MISS Watford Free Throw 1 of 2,GSW,0
0022201230,2022-23,Regular Season,191,2,PT11M01.00S,779,POR,GSW,29,57,-28,Rebound,TRAIL BLAZERS Rebound,GSW,0
0022201230,2022-23,Regular Season,192,2,PT11M01.00S,779,POR,GSW,29,57,-28,Free Throw,MISS Watford Free Throw 2 of 2,GSW,0
0022201230,2022-23,Regular Season,193,2,PT10M59.00S,781,POR,GSW,29,57,-28,Rebound,Thompson REBOUND (Off:0 Def:4),GSW,0
0022201230,2022-23,Regular Season,194,2,PT10M48.00S,792,POR,GSW,29,57,-28,Turnover,Thompson Out of Bounds - Bad Pass Turnover Turnover (P2.T2),GSW,0
0022201230,2022-23,Regular Season,195,2,PT10M30.00S,810,POR,GSW,29,57,-28,Missed Shot,MISS Knox II 4' Driving Bank Hook Shot,GSW,0
0022201230,2022-23,Regular Season,196,2,PT10M29.00S,811,POR,GSW,29,57,-28,Rebound,J. Green REBOUND (Off:0 Def:1),GSW,0
0022201230,2022-23,Regular Season,197,2,PT10M22.00S,818,POR,GSW,29,57,-28,Foul,Butler Jr. S.FOUL (P2.T1) (J.Williams),GSW,0
0022201230,2022-23,Regular Season,199,2,PT10M22.00S,818,POR,GSW,29,58,-29,Free Throw,Poole Free Throw 1 of 2 (15 PTS),GSW,0
0022201230,2022-23,Regular Season,200,2,PT10M22.00S,818,POR,GSW,29,59,-30,Free Throw,Poole Free Throw 2 of 2 (16 PTS),GSW,0
0022201230,2022-23,Regular Season,201,2,PT10M08.00S,832,POR,GSW,29,59,-30,Missed Shot,MISS Mays 7' Driving Floating Bank Jump Shot,GSW,0
0022201230,2022-23,Regular Season,202,2,PT10M06.00S,834,POR,GSW,29,59,-30,Rebound,Kuminga REBOUND (Off:0 Def:2),GSW,0
0022201230,2022-23,Regular Season,203,2,PT09M57.00S,843,POR,GSW,29,59,-30,Missed Shot,MISS DiVincenzo 3PT Jump Shot,GSW,0
0022201230,2022-23,Regular Season,204,2,PT09M54.00S,846,POR,GSW,29,59,-30,Rebound,Minaya REBOUND (Off:0 Def:2),GSW,0
0022201230,2022-23,Regular Season,205,2,PT09M50.00S,850,POR,GSW,29,59,-30,Missed Shot,MISS Minaya 3' Running Layup,GSW,0
0022201230,2022-23,Regular Season,206,2,PT09M48.00S,852,POR,GSW,29,59,-30,Rebound,Poole REBOUND (Off:0 Def:2),GSW,0
0022201230,2022-23,Regular Season,207,2,PT09M39.00S,861,POR,GSW,29,59,-30,Turnover,Poole Bad Pass Turnover (P1.T3),GSW,0
0022201230,2022-23,Regular Season,207,2,PT09M39.00S,861,POR,GSW,29,59,-30,Steal,Knox II STEAL (1 STL),GSW,0
0022201230,2022-23,Regular Season,209,2,PT09M33.00S,867,POR,GSW,31,59,-28,Made Shot,Knox II 1' Running Layup (4 PTS),GSW,0
0022201230,2022-23,Regular Season,210,2,PT09M33.00S,867,POR,GSW,31,59,-28,Timeout,Warriors Timeout: Regular (Reg.2 Short 0),GSW,0
0022201230,2022-23,Regular Season,211,2,PT09M33.00S,867,POR,GSW,31,59,-28,Substitution,SUB: Williams FOR Minaya,GSW,0
0022201230,2022-23,Regular Season,213,2,PT09M21.00S,879,POR,GSW,31,61,-30,Made Shot,Poole 7' Driving Floating Bank Jump Shot (18 PTS) (DiVincenzo 4 AST),GSW,0
0022201230,2022-23,Regular Season,215,2,PT09M03.00S,897,POR,GSW,31,61,-30,Missed Shot,MISS Butler Jr. 15' Driving Floating Jump Shot,GSW,0
0022201230,2022-23,Regular Season,216,2,PT09M01.00S,899,POR,GSW,31,61,-30,Rebound,DiVincenzo REBOUND (Off:1 Def:4),GSW,0
0022201230,2022-23,Regular Season,217,2,PT08M56.00S,904,POR,GSW,31,61,-30,Turnover,Kuminga Out of Bounds - Bad Pass Turnover Turnover (P1.T4),GSW,0
0022201230,2022-23,Regular Season,218,2,PT08M49.00S,911,POR,GSW,34,61,-27,Made Shot,Knox II 27' 3PT Jump Shot (7 PTS) (Mays 3 AST),GSW,0
0022201230,2022-23,Regular Season,219,2,PT08M29.00S,931,POR,GSW,34,64,-30,Made Shot,DiVincenzo 27' 3PT Jump Shot (7 PTS) (Kuminga 1 AST),GSW,0
0022201230,2022-23,Regular Season,221,2,PT08M15.00S,945,POR,GSW,34,64,-30,Turnover,Mays Bad Pass Turnover (P1.T3),GSW,0
0022201230,2022-23,Regular Season,221,2,PT08M15.00S,945,POR,GSW,34,64,-30,Steal,Kuminga STEAL (1 STL),GSW,0
0022201230,2022-23,Regular Season,223,2,PT08M10.00S,950,POR,GSW,34,64,-30,Missed Shot,MISS Thompson 3PT Running Jump Shot,GSW,0
0022201230,2022-23,Regular Season,224,2,PT08M07.00S,953,POR,GSW,34,64,-30,Rebound,Mays REBOUND (Off:0 Def:1),GSW,0
0022201230,2022-23,Regular Season,225,2,PT07M57.00S,963,POR,GSW,36,64,-28,Made Shot,Williams 1' Cutting Layup Shot (5 PTS) (Mays 4 AST),GSW,0
0022201230,2022-23,Regular Season,227,2,PT07M45.00S,975,POR,GSW,36,66,-30,Made Shot,J. Green 1' Cutting Layup Shot (2 PTS) (DiVincenzo 5 AST),GSW,0
0022201230,2022-23,Regular Season,229,2,PT07M35.00S,985,POR,GSW,36,66,-30,Missed Shot,MISS Mays 26' 3PT Jump Shot,GSW,0
0022201230,2022-23,Regular Season,230,2,PT07M32.00S,988,POR,GSW,36,66,-30,Rebound,Thompson REBOUND (Off:0 Def:5),GSW,0
0022201230,2022-23,Regular Season,231,2,PT07M27.00S,993,POR,GSW,36,66,-30,Missed Shot,MISS J. Green 26' 3PT Running Jump Shot,GSW,0
0022201230,2022-23,Regular Season,232,2,PT07M24.00S,996,POR,GSW,36,66,-30,Rebound,Mays REBOUND (Off:0 Def:2),GSW,0
0022201230,2022-23,Regular Season,233,2,PT07M17.00S,1003,POR,GSW,36,66,-30,Turnover,Watford Traveling Turnover (P1.T4),GSW,0
0022201230,2022-23,Regular Season,234,2,PT07M17.00S,1003,POR,GSW,36,66,-30,Substitution,SUB: Payton II FOR DiVincenzo,GSW,0
0022201230,2022-23,Regular Season,235,2,PT07M17.00S,1003,POR,GSW,36,66,-30,Substitution,SUB: Moody FOR Poole,GSW,0
0022201230,2022-23,Regular Season,236,2,PT07M17.00S,1003,POR,GSW,36,66,-30,Substitution,SUB: Curry FOR Thompson,GSW,0
0022201230,2022-23,Regular Season,240,2,PT07M17.00S,1003,POR,GSW,36,66,-30,Substitution,SUB: Walker FOR Watford,GSW,0
0022201230,2022-23,Regular Season,242,2,PT07M02.00S,1018,POR,GSW,36,68,-32,Made Shot,Curry 19' Step Back Jump Shot (10 PTS) (Kuminga 2 AST),GSW,0
0022201230,2022-23,Regular Season,243,2,PT06M44.00S,1036,POR,GSW,38,68,-30,Made Shot,Mays 13' Fadeaway Jumper (9 PTS),GSW,0
0022201230,2022-23,Regular Season,244,2,PT06M19.00S,1061,POR,GSW,38,68,-30,Missed Shot,MISS Curry 2' Driving Finger Roll Layup,GSW,0
0022201230,2022-23,Regular Season,245,2,PT06M19.00S,1061,POR,GSW,38,68,-30,Rebound,TRAIL BLAZERS Rebound,GSW,0
